restaurant_name,review_text,review_rating
Gary Danko,Amazing food and wonderful service. It's a great restaurant for a special occasion. We celebrated our Anniversary and they provided special dessert treats for us.,Overall5
Gary Danko,The food and service were impeccable as always. Thanks for a wonderful evening!,Overall5
Gary Danko,"Our first time dining at this lovely restaurant.  The service was warm, professional and seamless. When we were trying to decide whether to add the wine pairings to our dinner, our waiter suggested that, given the similarities in the dishes we were ordering, we get a premium bottle of wine for the same price as the two pairings. It was a wonderful decision and complemented all the dishes perfectly. We had the glazed oysters, roasted lobster, quail and chocolate soufflé—and loved them all.Read more",Overall5
Gary Danko,"Gary Danko is a jewel box of a restaurant and worthy of the moniker ""special occasion restaurant."" Beautifully designed, resplendent with magnificent floral arrangements, and darkened mirrors that make the dining room appear to be twice its size. The servers were knowledgeable, smooth, and efficient.
My only slight criticism was with the food. The duck confit salad had too many large bones that I almost choked on. The salad would have been better if the duck meat had been shredded and removed from the bone. The roasted lobster was delicious, but the accompanying vegetables had little flavor. The chocolate souffle, on the other hand, was outstanding, as were the sweet treats to end the meal.Read more",Overall4
Gary Danko,This restaurant continues to be the best in San Francisco!!,Overall5
Gary Danko,Excellent birthday/anniversay celebration.  My son said it's the best dinner he has ever had.  Such a special place!,Overall5
Gary Danko,Fine dining at its finest! Food was delicious and (despite wallet protests) will be back!,Overall5
Gary Danko,Wonderful. Service was as always terrific. Food. Super. Great,Overall5
Gary Danko,We had a wonderful evening there with excellent food and service. Each course was delicious.,Overall5
Gary Danko,"Lived up to expectation 
Great food
Outstanding service
Personalized for our
Group and our celebrationRead more",Overall5
Gary Danko,Another excellent meal here. Waiters were a bit pushy at first until we asked them to slow down. After that excellent service. Sommelier was extremely helpful.,Overall5
Gary Danko,"Overall food was good, service was excellent. Our tasting menu selection:

Oyster with Caviar - Excellent
Lobster Salad - Excellent
Roast Lobster - Excellent
Quail - Excellent
Duck breast - Excellent
Pavlova - A bit too tart very sourRead more",Overall5
Gary Danko,"It was wonderful!  We loved every minute of it.   The service was terrific. The food fantastic. It was delightful. And the cheese tray, we weren’t going to Do it but due to Prior reviews we did.  We were happy with our choice.   Thank you. All the chefs food was incredible!",Overall5
Gary Danko,Always a fantastic dining experience at Gary Danko. The team was great and very accommodating. We will be back soon! Highly suggest to anyone looking for a fine dining experience.,Overall5
Gary Danko,Lovely experience and beautiful meal. Such nice memories and great atmosphere. Glazed oysters and roasted lobster and chocolate soufflé are our perennial favorites. Fabulous staff too. Absolutely wonderful evening.,Overall5
Gary Danko,"Consistently great food, service, ambiance.  I am never disappointed dining here.",Overall5
Gary Danko,Excellent service and delicious food! Definitely recommend for a special occasion or just any day!,Overall5
Gary Danko,"Beautiful, elegant dining experience to celebrate a special occasion. Outstanding service, wonderful menu with extensive choices. Yummy cocktails.",Overall5
Gary Danko,Fantastic experience! Loved the Michelin star touches paired with generous portions. The value was amazing for the experience and portions including a Michelin rating. Loved how elevated and delicious the food was while still being accessible and comforting.,Overall5
Gary Danko,"Another fantastic dining experience at Gary Danko’s world famous restaurant!  Food Experience - Excellent. Wait Staff - Excellent. Sommelier - Aaron - Excellent. Ambiance - Excellent. Overall, another extraordinary dining experience!",Overall5
Gary Danko,The staff were super helpful. Food was well prepared and inventive.,Overall5
Gary Danko,"The four of us had the door course set menu. The lobster salad was my favorite and I had the quail as entree and was delicious. We have been going there for
Many years whenever we come to SF,",Overall5
Gary Danko,"Great ambiance, excellent food and friendly staff.",Overall5
Gary Danko,"Antony, Justin and everyone else who took care of us. Thank you.",Overall5
Gary Danko,"I was pretty disappointed with the experience, the cocktails appeared to be watered down, they brought the wrong wine then charged me for the original, they upsold us on the “cheese course” but it was just a few thin slices of standard “European-style” cheeses you can buy in wf. The biggest red flag was they doubled(!) the bill when bringing the check to sign, hoping I would just sign without double checking. As soon as I noticed the error I showed my wife and the waiter hurried back and took the check without saying a word - he was clearly watching, indicating it’s a trick they try regularly and not a genuine mistake. Overall it felt like a shakedown and not the high-end dining experience I expected, we will not repeat.Read more",Overall2
Gary Danko,Went for 10th anniversary. They made it an incredible night. Worth every penny.,Overall5
Gary Danko,Wonderful restaurant for my Wedding Anniversary every year This year was great.,Overall5
Gary Danko,"My favorite restaurant in San Francisco. There are a few comparable or possibly superior spots, but they are quite a bit more expensive: Atelier Crenne, Benu, a few others. But, if you would like great food, great service and warm inviting place. Please try this San Francisco stable of fine dining.",Overall5
Gary Danko,"Very elegant and classical French dinner. The food was not bad, two appetizers were amazing, risotto and oyster with caviar. Only flaw is the oyster dish contains flakes of oyster shell which is very painful in the mouth. The scallop main course is good but the sweet potato portion was too huge, which seems to be overpowering the existence of the scallop. The lamb dish was ok, not impressive. Cheese course amazing, huge portion as well. 

Several complains about the service:
1. We both order 4-course tasting menu and asked for a dessert come together with the cheese course and the other two dessert to be served later. However, all the desserts are served at once alongside the cheese, so I had to stop eating cheese and to save the ice creams from melting. TOOOO overwhelming.
2. After the desserts, there was a really long gap for at least thirty minutes before someone came to talk to us. He asked if anything more could be offered, but I know there is more petit fours coming up so I said if there is anything more coming up. The waiting is a little bit too long. 

Good thing about the service:
1. A huge thanks to the maitre d' for arranging us a romantic corner table. 
2. Everyone was polite and gentle.Read more",Overall4
Gary Danko,It's a great experience with amazing service.  It's a more traditional menu so not the best for the trendy types.,Overall5
Gary Danko,"The food and the service elevates Gary Danko into a truly fine dining experience. It is disappointing to see people come to a restaurant like Gary Danko in their tshirt and crocs, and stunning to see children eating in the restaurant. Really if you grow up eating at restaraunts like Gary Danko what do you aspire to? Of the dishes we had I highly recommend: the goat cheese tart, fillet of beef, cheese course and pavlova. Was absoltuely outstanding. Also delightful to do the wine pairing with dinner.Read more",Overall5
Gary Danko,GD is consistently excellent from hospitality to  tasting menu to wine. It’s been over 10 years since we dined there. I’s just as good as it was. So glad it’s still thriving and we can count on it for all special occasion fine dining experiences.,Overall5
Gary Danko,Always one of our favorite places to go for a special celebration. Amazing good. Somewhat simple yet full of taste and flavor. Service is awesome though they seemed a bit rushed (relatively) last night. I love their flexible approach to the menu where you pick how many courses you want and choose between all their dishes. Expensive - especially if you get the wine pairing which was impeccable-but worth it.Read more,Overall5
Gary Danko,"A beautiful evening celebrating 3 birthdays at one of most wonderful restaurants in San Francisco! Spectacular food, perfect, attentive service in a warm and lovely dining room. Gary Danko is a must to celebrate the next special occasion in your life!",Overall5
Gary Danko,"Wish you had kept the interior as it was. It was classic. Now to. Dark, formulaic",Overall5
Gary Danko,"Thank you to Gary danio staffs and chef for great family reunion party in the private dining room
Most from HongKong , although we been there couple of times in years most me and my wife sometimes with daughter, we like the place very much ,  if anyone holds -8-9 people you will enjoy the food and peace and quiet throughout the dinner and you can share dishes without others looking at your table
We will continue the Gary danio annual tradition dinner for two and definite bring friends and out of town guest to enjoy to good service, food and friendship

Regards

Francis Chan

Ps open table is best to make reservations and did the best to make my reservations possibleRead more",Overall5
Gary Danko,This place is worth the hype. Food is excellent. Cheese cart is epic.,Overall5
Gary Danko,"Good very rich. Kinda old school American. So many good options in this city, this felt like a lot of money for prom night dinner 1996.",Overall3
Gary Danko,Wonderful as always! We felt a bit rushed between courses this time. We finally did mention this and things slowed down a bit,Overall5
Gary Danko,Outstanding in every way. With correspondingly high prices. The quality of the ingredients and level of service makes it worthwhile and then some.,Overall5
Gary Danko,"Absolutely amazing food and vibes! Had high expectations but was not let down. Cheese cart was great, along with the scallops!",Overall5
Gary Danko,"Service was very uneven.
Appetizer ordered lacked lahvosh
Plates were cleared too quickly
Silverware was not replaced
Coffee was not hot
Had to request cream and sugarRead more",Overall3
Gary Danko,Too pricey for a 1 star. Service is impeccable. Food was a solid 7/10. I was too full that I stopped enjoying the food.,Overall4
Gary Danko,"Service amazing
Lots of little extras and attention to detail
Amazing appetizers and entrees
Dessert a little weak Skip or do cheese boardRead more",Overall5
Gary Danko,"I love this place. I come to the city at least twice a year and it’s on my priority calendar for dinner these last couple of years. Just beautiful….  reminds me of being in Paris, a little",Overall5
Gary Danko,"Excellent on every level. Beef was amazing , service was stellar",Overall5
Gary Danko,We loved the whole experience. The service was outstanding and the food is way beyond anything,Overall5
Gary Danko,"Amazing impeccable service. The food was very good, but sauces could have been punchier and the bread was on the dry side and wasn’t anything amazing. Loved the added dessert for my husband’s bday and the extra amuse bouche, etc",Overall5
Gary Danko,Great hidden gem in SF! Delicious food and nice house cocktails.,Overall4
Gary Danko,"I was worried that Gary Danko might have lost some of it's charm and brilliance after Covid, but no- it was every bit as lovely as before.",Overall5
Gary Danko,The service was excellent.  Servers and all staff are very attentive.  The food is beautifully presented.  The branzini was my favorite of my 5 courses.  The only con on this visit was the noise level.  Couldn't be helped but we were seated near a boisterous larger party.,Overall5
Gary Danko,"The most romantic and gorgeous ambience, the outstanding service and the delicious food- one of the classy and beautiful restaurants in SF!",Overall5
Gary Danko,It is always a pleasure. Everything was and is as it should be.,Overall5
Gary Danko,"Gary Danko continues to deserve its reputation. From the moment you arrive, they make you feel welcome and special. The dining rooms seem tight when you enter, but when you sit, it feels intimate not crowded. We were immediately approached with a water choice and an offer to order other beverages as well. The menus are brought quickly with an explanation of how it all works. Fixed prix fixe or a choice to build your own from a wide variety of interesting choices. We both chose to build our own four course meals. My choices - lobster salad with avocado (the claw may have been a tad overcooked for my liking) but it was delicious. Next up a salmon medallion with a horseradish mustard sauce - it was excellent, and my pork tenderloin was cooked to perfection. My dining companion had seared ahi tuna, branzini, and scallops. All were perfect.  The courses are sizable enough to leave us satisfied but not bloated.  We both finished with the cheese course. The cheese guy was knowledgable and led us both in the right direction. It was truly a magical evening. We were celebrating an anniversary, and they acknowledged it with a special dessert (this is where the bloated feeling surfaced! :)   )  The only complaints: I felt they were trying to rush our orders as someone came to the table every two minutes or so to ask us if we were ready - I'm sure it was meant to be attentive service, and some would probably complain if they didn't do it. It's just a pet peeve of mine as I enjoy more leisurely dining. Finally, the wine pairing is far too expensive for what it is - of course, this is true of EVERY restaurant, isn't it? We were celebrating and I was lazy so I went for it. The wine choices were great, but the pours were minimal for the money. Small issues for a great evening. Just remember, this is a splurge evening unless you're a venture capitalist or tech bro!Read more",Overall5
Gary Danko,Simply the best. There just is no better experience and cuisine! Thank you to the staff for 10 years of outstanding service and helping make it an incredible birthday.,Overall5
Gary Danko,"This was our 8th time a GD and every single time the service, food, and, most importantly the experience, has been stellar!
The freedom to put together your own tasting menu is always delightful! Or, take the night off and go with their prefixed 5 course recommendation, which is outstanding.
Throughout their 21 years (or more perhaps) in business they have never ceased to live up to expectations. I can’t say enough; Highly recommended!!Read more",Overall5
Gary Danko,"Our seventh or eight time here, including three times in the private room.   Wait service was slightly off this visit.  Cheese cart bumped our guest.  Noise was unbearable.  Conference in town (RSA) likely contributed.",Overall5
Gary Danko,"Enjoyed our dinner. The goat cheese tart, the Branzini, and the soufflé were our favorites.",Overall4
Gary Danko,Service was superior and the food was excellent!  I see why you are a must visit when in San Francisco.,Overall5
Gary Danko,"The baked Soufflee is a dream. Go for it, you’ll love it.",Overall5
Gary Danko,Carson the Somm is awesome! Have him recommend something for you.,Overall5
Gary Danko,"Dinner was wonderful. We will return soon. All of us was raving about the
food",Overall5
Gary Danko,Another beautiful dining experience. We usually come yearly 1-2x to celebrate life events. Would have been better if the single tipsy diner next to our table did not keep trying to engage us in conversation.,Overall5
Gary Danko,Fantastic dinner with impeccable service.  Very memorable evening!,Overall5
Gary Danko,"GD is outstanding in food, wine, and service, and reliably so.  They will accomodate your preferences, provide advice and recommendations on request, and in every way make the customer king.  Or queen, as may be.  I don't know of another restaurant quite as good, particularly with regards to service.  

My one critique would fall on their bar;  their cocktails do not rise to the lofty heights of the rest of the experience.Read more",Overall5
Gary Danko,"Absolutely delicious, generous portions, fabulous staff, beautiful ambiance, felt like a Queen!!!!",Overall5
Gary Danko,Very good birthday experience! Love to be back at some point.,Overall5
Gary Danko,Great place to celebrate a special birthday or other special occasion.    It is a stand out restaurant which will make you remember the celebration.,Overall5
Gary Danko,"Loved the lamb and my wife enjoyed the roasted lobster.
Chocolate souffle  for desert is a must.",Overall5
Gary Danko,"Fabulous meal and 1st time experience at Gary Danko.  Went there for my wife’s birthday.  Was greeted with a welcome and happy birthday.  Was given a special birthday dessert.  All courses were amazing, highlighted by the duck confit salad, oysters, filet of beef, the horseradish crusted salmon, the pork tenderloin and the incredible dessert, the warm butter cake.  Wow, spectacular, delicious and memorable.  We will be back.  Wonderful service as well.  Thank you.Read more",Overall5
Gary Danko,Wonderful food and choices.  Beautiful ambience. Service was attentive but not hovering,Overall5
Gary Danko,Service and food is always outstanding ! We always celebrate our special occasions here !,Overall5
Gary Danko,"Very good service, not bad, but not great Tasting food especially for $150 per person. Would not recommend.",Overall3
Gary Danko,"Stellar food and service! Highlights were the cheese cart, the chocolate soufflé, and the wine pairing!",Overall5
Gary Danko,First time at a Michelin Star restaurant. Food was delicious. Drinks were great and service was fabulous!!,Overall5
Gary Danko,Great customer experience came from New York to visit family and celebrate a birthday it was excellent.,Overall5
Gary Danko,It was so cold in the restaurant all diners in the room were wearing their coats. I had to ask twice about it before it was adjusted.,Overall5
Gary Danko,"The food is exceptional in terms of quality, preparation, and presentation. Service is excellent. We have dined at Gary Danko many times over the past 20 +/- years and continue to go back. My only complaint, and this was the first time, there was a very large party at the bar that lingered for 20 minutes before going to their table so it was very noisy, not conducive to an elegant meal. The staff did however recognize this and gave us champagne and an appetizer complimentary. Be prepared to spend as much as one would at any restaurant but it is worth it.Read more",Overall5
Gary Danko,Odd odor for the second time. Only minor issue. Everything else was fabulous.,Overall5
Gary Danko,They treat you like royalty here. Food is excellent and although pricey it is somewhat less than other comparable restaurants.,Overall5
Gary Danko,"Delicious food, excellent service.  A special meal for a special occasion.  A great night.",Overall5
Gary Danko,Food and service was outstanding. This was a great restaurant to finish our first visit to california,Overall5
Gary Danko,"The food is not bad but considering this is a Michelin restaurant, and I have personally been to ~20 Michelin in Europe, Asia and North America, I would say the food quality and innovation here is lacking compared to its peers. 

We order these dishes: 
1) Panko Breaded Egg with Avocado Mousse and Salsa, Panisse Croutons, and Frisee. This has quite an average taste that you could expect in a normal restaurant.

2) Warm Vegetable Goat Cheese Tart. This is actually my favorite dish out of all but the salad on the side feels like it has no value added to the whole dish and it is just a filling component. 

3) Branzini with Fennel Purée. I can tell the chef is trying to add lots of flavors to make it more special but the combo of all ingredients does not give you a wow moment. 

4) Roast lobsters. The lobster is well cooked and tender but again this is a dish that lacks anything special compared to other Michelins. 

4) Pork main dish. I like how crispy the pork belly is. Even though the sauce is not outstanding I still overall like this one. 

5) Lobster risotto.  This is highly recommended by other reviewers but if you always eat Italian food in Italy, I would say it is just slightly above average but not the best I ever tried. 

We also ordered quail main dish and several deserts but overall just not anything makes me want to return. 

Besides that, the service feels very rushed and the server brought several dish out at once without offering a plate for each person to share. Some of the knives were not clean so they had to switch them for us.Read more",Overall3
Gary Danko,"Gary Danko's has been one of San Francisco's top restaurants for over 20 years, and it is still excellent. Everything was great when we were there recently. There are new dishes as well as some old standbys.",Overall5
Gary Danko,Attentive service and great food. Complimentary sweets for the birthday boy.,Overall5
Gary Danko,We came worh some good friends and had a wonderful evening. Food and service were impeccable - cannot fault a thing.,Overall5
Gary Danko,"Me and my husband had a great time!! 
Great service and the food was incredible 10/10",Overall5
Gary Danko,Gary Danko always delivers a fantastic dining experience.,Overall5
Gary Danko,"Wine served with wine pairing option was too cold. Dining room was a bit chilly, had to eat in my coat. Service good but sometimes felt rushed or hurried. Beautiful food presentation. The roast lobster was fantastic. All food excellent. Really enjoyed.",Overall4
Gary Danko,"Have been going many years and RGD just can't be beat...scandalous Michelin only gives it one star...fantastic food, beautiful dining room, great service with attentive staff...just don't know what else you can ask for & we will keep going back whenever we can afford to!!...every visit more than worth it!...many thanks to RGD!!",Overall5
Gary Danko,"We were the loud people having too good a time in this staid, quiet resto. It’s from another time but lost its edge so now it’s still amazing food but gathering layer of dust as a relic. That said- the food is still outstanding and the cheese cart is just as epic as memory served. Whoever is on the pastry line is 🔥 and the wines were fantastic. It’s fabulous, just a bit of a throwback.
The bread was odd. Too thinly sliced, texture was a bit aged, was it sourdough? The amuse was poorly timed with menus freshly dropped, I didn’t know what to do or where to put the menu? Timing overall was a bit intense. Picky details but at $350/head, I’ll be picky.Read more",Overall4
Gary Danko,"The food was very good, as usual, but 1 filet ordered medium was served well done. The timing of  courses was strange in that although both diners ordered 5 items plus wine tasting, 1 diner received the 3rd course while the other diner was given nothing- . Both diners received filet course next - following this, a cheese course was served to the diner previously left waiting, and the other was left sitting ( with no wine, even when we asked ) The 5th course ( chocolate souffle) was served simultaneously, however the waiter kept spooning creme Anglaise on top despite being told 3 times the diner did not care for creme Anglais.  The other diner graciously took that dessert. The wine tasting pours were very small ( 2 oz ?) and not exceptional. The service at the end was very inattentive, after 10 minutes of waving a credit card we finally got our check. There was no shortage of staff. We found this to be an unusual experience as in the past we had great service, generous pours of exceptional wines .Read more",Overall4
Gary Danko,"GTy Danko has been around a long time and therefore is a bit dated especially in their cuisine.  The food is delicious but a bit boring, I.e. need filet perfectly cooked with potato gratin.  Wish they would upgrade their cuisine as the food dishes they have are excellently prepared",Overall3
Gary Danko,"Wonderful experience, delicious food, but wildly expensive!",Overall5
Gary Danko,Gary Danko is one of my all time favorite restaurants in a life time of dining both low end and high end.  The service is seamless and gracious.   The food flavorful and unctuous.   Not a good place for a diet but the splurge is worth it.  The room is beautiful and soothing.  Flowers galore!,Overall5
Gary Danko,"This meal was fantastic and did not disppoint in any way.  We did a 5-course dinner with wine pairing.  The service was great, the food magnificent, and the overall experience was one I'd wondered about for a long time and I'm glad I finally got to experience it.",Overall5
Gary Danko,Consistently top notch quality and service! Best value for a Michelin Star restaurant,Overall5
Gary Danko,"Wonderful anniversary dinner, amazing cocktails. Great services. Every dish of 5 courses meal was amazing and desert.",Overall5
Gary Danko,I have been following Gary Danko sine he was the chef at a winery… always excellent never disappoints!,Overall5
Gary Danko,Thank you to Gil and the rest of the staff who made this a wonderful occasion.,Overall5
Gary Danko,"Just phenomenal, from the welcome to the wine recs to the overall service. Such a gorgeous room too. Ideal place for a special occasion. Ahi tuna appetizer is presented as a butterfly and fish is super fresh. Desserts are to die for.",Overall5
Gary Danko,"Fantastic food, excellent service.  Really enjoyable date night experience!",Overall5
Gary Danko,"This was a special celebration, my birthday.  The food was incredible and the service was the best of any restaurant we have used. The staff was professional and extraordinarily friendly and helpful.  I think of no other place to celebrate any special occasion.",Overall5
Gary Danko,My wife and I have been celebrating birthdays and anniversaries at Gary Danko for  20+ years.  Always a wonderful experience.  Every step of each visit is just flawless and delicious.,Overall5
Gary Danko,"We loved the ability to craft our own prix fixe meal of 3, 4, or 5 courses. The food was excellent and the service impeccable. Beautiful decor.",Overall5
Gary Danko,"I took my hubby here for his bday and this was his second time. I’ve been here a couple of times over the years and this by far was my favorite experience.
Our server Aaron was outstanding! Everyone was super attentive and welcoming. Food was absolutely delicious and good portions, too. Can’t wait to come back.Read more",Overall5
Gary Danko,"Great Atmosphere.
Service is on point along with the food.
Overall, a great value for fine dining.",Overall5
Gary Danko,"This was our first visit post-COVID and we were delighted to see that the quality of food and service remains excellent! LOVE the unique ""choose your own"" menu.
A few of the extra touches that make Gary Danko special: 

When the restrooms in 1 area had a (short line), the hostess appeared, called me by name (!) and escorted me to one in a different area. 

We were struggling to divide the bill among 1 couple and 2 singles, when our server appeared, whisked away the bill, and returned with 3 perfectly itemized bills - much appreciated!!

And that parting gift of a pineapple breakfast cake - so happy to see it again!

It was a great evening, and we will return!Read more",Overall5
Gary Danko,Wow! What a wonderful experience! We were looking for a birthday dinner that had a wonderful experience of Caviar. We have never experienced fine dining like this. I like to describe this dinner as a journey. My family was treated like royalty. Thank you for treating us so well!,Overall5
Gary Danko,"We absolutely love this San Francisco staple and go on an annual basis for a celebration. We have dined at this beautiful establishment since it’s opening. With that said we’ve seen a lot of changes and also not seen any. Would be great to see a menu change, and there was a time that this establishment was so well known for such an amazing cheese cart. They had amazing cheeses, the wait staff would describe them in detail, it was served with grapes, toasted bread, honey, and the works. Now, you get a few pieces of very thin bread, a few grapes and nobody really explains the cheeses. They just get wheeled up and you make a choice. A little sad to see that go as that was one of the things that continued to draw us there. It has been that way for some, but we continue our patronage because it holds a lot of sentimental value for us. It would be wonderful to see some new menu items on their menu. That said, whatever you choose will be amazing.  The ambience is wonderful as is the staff.Read more",Overall4
Gary Danko,It used to mind blowing! Thats what i remembered! Now its just good!,Overall3
Gary Danko,"They never fail at Gary Danko’s…..everything was to the 10’s! Impeccable service, food and ambiance!!!",Overall5
Gary Danko,"Filet of beef was one of the best I’ve had.
Oysters were amazing, ordered it twice.
The lobster salad was a bit of a disappointment as the lobster served was chewy.
Overall a great place to celebrate my birthday. Appreciated the slice of cake and mini pastries provided. The pineapple cake was a nice touch!Read more",Overall4
Gary Danko,"Had a delightful evening with cherished friends at Gary Danko. The welcome amuse bouche was truly delightful. The attentive and top-notch service added to the experience. I savored poached oysters, scallops, a selection of cheeses, beef fillet, and the exquisite meringue. The scallops were a pleasant surprise; a first-time indulgence for me. Overall, it was a fantastic experience. We certainly plan to return to one of our favorite spots in San Francisco. Kudos to Gary Danko for a job well done!Read more",Overall5
Gary Danko,"Superb dinner and ever better service. We were celebrating our 21st anniversary and ordered 4 courses each. Being able to choose your own courses is one of the best features here. It's more fun to choose 8 different dishes. I also ordered the wine pairing.

The amuse bouche was a soup with red bell peppers. I am allergic to peppers, so they brought me the sunchoke soup instead. We had the lobster risotto and glazed oysters with Osetra caviar paired with a Muscadet for our apps. Seared scallops and roasted lobster for our seafood course with Crossbar chardonnay. Filet of beef and lemon pepper duck breast for our meat course. I ordered the duck medium-rare, and it came out well-done. I sent the duck back, and the sommelier topped up my glass of Hirsh pinot noir during the wait. He also brought me a glass of Marsannay burgundy. Very kind gesture. They brought out a new plate of duck, and it was perfect.

The grand finale was their chocolate souffle with 2 sauces (This is non-negotiable; we ALWAYS get this dessert!), and Baked Alaska served with a Sauternes and a Tokaj. AND a beautiful slice of chocolate cake with Happy Anniversary written on the plate. Followed by a tray of lovely mignardises. They also send you home with pineapple muffins for breakfast.

**One recommendation for here and other fine dining places is to skip the napkin-folding when a guest leaves the table. Although it's meant to be thoughtful, we don't want someone touching our napkins in the age of COVID. And it's risky for wait staff to continually touch items that have touched the mouths of other people. We just started dining out again and want to feel as comfortable as possible.

Altogether it was a fantastic dinner. Do not skip the wine pairing. Very generous in comparison to other restaurants of this calibre. We look forward to our next meal here.Read more",Overall5
Gary Danko,"Such a nice time at Gary Danko, with a very beautiful atmosphere, deliciously and beautifully prepared dishes. The staff at Gary Danko is very professional, warm & accommodating.  Great food & great value.",Overall5
Gary Danko,"We have been dining at Gary Danko for years, and it is one of the Michelin star restaurants that we think is well worth the price.  The food is so delicious and exquisite, and the staff is courteous and knowledgeable.  Their pleasant attitude will make you feel welcome and elevated the whole dinning experience.   A special thanks to Boris, Dee and all the waitstaff for your exceptional service and for making our visit memorable.Read more",Overall5
Gary Danko,"One of the best value for money Michelin experiences, with impeccable service and incredible dishes. We loved the filet of beef, pork tenderloin, ahi tuna, and deserts. They give an excellent pastry for the next morning as well to take home. They also allow flexibility to customize your experience with number of courses and optional wine pairing (which was excellent). Overall an excellent choice for a special occasion that will not disappointRead more",Overall5
Gary Danko,"My husband and I celebrated his 60th birthday at Gary Danko.  We had a fabulous time.  The service was impeccable; it was attentive but not overly solicitous.  Also, we were particularly impressed with how many menu options were offered and the ability to create your own 3, 4, or 5 course tasting menu was super fun.  We loved all the little extras - especially the tray of sweets that accompanied the dessert course and the pineapple cakes that were sent home with us - that made the experience extra special .  Everything we had was well prepared and delicious, but we thought that the horseradish crusted salmon with dilled cucumbers and mustard sauce was the highlight of our meal.Read more",Overall5
Gary Danko,We’ve been to Gary Danko a few times & have never been disappointed. Excellent in all ways. Looking forward to the next time. Highly recommended.,Overall5
Gary Danko,Overrated.  I’m pretty sure we were the first ones of the evening that had the cheese (5pm reso); they didn’t even bother trimming the dry edge from their cheeses.,Overall2
Gary Danko,Took my son to celebrate his admission to college. We had a wonderful experience with the exquisitely created dishes and impeccable service. Been here before and will be back again.,Overall5
Gary Danko,"Started off a little slow as we were seated for 10 minutes before any one came to our table.

Once someone came over, the service was excellent",Overall5
Gary Danko,Wonderful private dining experience.  Warm and welcoming staff.  Excellent wine suggestions.  Surprisingly a relatively expansive menu though I am not sure if this detracts a bit from the food experience.  But overall our evening was memorable and also a good value.,Overall5
Gary Danko,"Great fine dining restaurant. Impeccable service, reliable food quality. My first choice in SF, ahead of the fashionable or hyped eateries.",Overall5
Gary Danko,"Very nice special occasion meal, but the service was very rushed.",Overall4
Gary Danko,"Everything was perfect, as always.  And I should mention, if it was a little loud, it was probably because of us.",Overall5
Gary Danko,Gary Danko never disappoints. Amazing food and service.,Overall5
Gary Danko,Loved our experience at Gary Danko and staying at the Fairmont Ghirardelli Square is just a perfect combination!,Overall5
Gary Danko,"Just overall amazing experience! Food, drinks, service all top notch",Overall5
Gary Danko,"My dinner was excellent--I had lobster salad, delicious, seafood risotto, delicious, 
roasted lobster main course very tasty. I think they should have used fish stock in the sauce of the roasted lobster. I think they used chicken stock maybe also in the risotto.
My partner got the butternut squash soup which was ordinary, the risotto, and the 
lamb plate which was tasty. He thought it was not as good as it should have been.
Our third guest liked everything. The martinis were good. the Service was friendly and attentive. The ambience was good but noisy.Read more",Overall4
Gary Danko,"Average food looked precooked and kept in warmer? Nice staff, good service but overall
seemed tired and resting on their reputation .",Overall3
Gary Danko,"Fabulous as always! The service, ambience and the food was superb!",Overall5
Gary Danko,Great food as ever with large portions and very reasonable prices for this level of food.,Overall5
Gary Danko,"I love this place. Food is perfect. Service is perfect. This latest trip was perfect. Only negative is that the table you are sat at makes a huge difference. There are amazing tables which are spaced apart and spacious, and then there are tables where you are right in the middle of the conversations of the table next to you. Our dinner for 5 was over $1200, and was worth every penny, but we had one of the “good” tables.Read more",Overall5
Gary Danko,"Fabulous food, great service! The cheese tray is amazing and they give you a gift when you leave.  Would definitely go back.",Overall5
Gary Danko,#1 resturant in Bay Area…..great dining experience,Overall5
Gary Danko,"Amazing food, made even better by superb service.",Overall5
Gary Danko,Superior dining experience. Service was. Exceptional. Food was excellent. The best time and better than any Michelin restaurant we ate at in Spain.,Overall5
Gary Danko,"We’ve been coming to Gary Danko for our anniversaries for many years. The food is well prepared, tasty (we always get the seafood risotto, Thai seafood, pork tenderloin, beef filet) and you never leave hungry whether you’re getting the 3, 4, or 5 course meal. The price has gone up since the pandemic but is still affordable for what you get. The bite sized dessert sampler at the end of the meal is a nice touch along with the cake to go. The only disappointment was that they didn’t acknowledge our anniversary this year by giving us a little cake (which used to be customary and made us feel special), especially given the price increase.Read more",Overall5
Gary Danko,"This was our second visit to Gary Danko and we think it surpassed even our first wonderful experience at this restaurant. Not only does Gary Danko offer a genuinely fine dining experience with professional wait staff, the ambience is sophisticated and the food exquisite. Although the prices are fairly high, the quality of the food and service and the extensive and excellent choices on the menu more than compensate. We highly recommend Gary Danko and we will definitely return next time we are in San Francisco.Read more",Overall5
Gary Danko,"Always a lovely experience. We’ve dined here numerous times; last night seemed a bit frenetic. Busy night, but so many different waitstaff kept approaching and interacting with us, it got a little overwhelming. That being said, we will return. So lucky to have this gem in our neighborhood.",Overall5
Gary Danko,"As always dining at GD’s is a very fine experience. Had a cocktail that wasn’t quite right , but didn’t want to make a fuss as my guest was picking up the bill.  The caviar was amazing, lamb cooked to perfection and dessert over the top delicious—almost too much to eat after such a filling meal.",Overall4
Gary Danko,"It was very nice- not at the level of service was not as I had remembered
For example the last wine pairing was not good- not a single one of the 5 of us drank it and they did not ask? Also very limited descriptions on wine and food- as if in a hurry",Overall4
